System,CarLike
Controller,Stanley_CTRL
dt,0.1
state_init,[-3.   -3.    1.57]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1,0.1,-0.22000000000000003,-0.284
0.0011,-3.00000015344779,-3.00019994785827,1.5700583628145701,1,0.2,-0.22000000000000003,-0.284
0.0111,-3.0000010705944966,-3.0023999476292973,1.5707005210035356,1,0.30000000000000004,-0.22000000000000003,-0.284
0.0611,-2.999984465121445,-3.01339993037053,1.5739113119483632,1,0.4,-0.22000000000000003,-0.284
0.1111,-2.999932541149693,-3.024399803094808,1.5771221028931908,1,0.5,1,-1.3206036305619284
0.16110000000000002,-2.9963670152571242,-2.9790682029308635,1.3995896394373593,1,0.6,1.0,-1.3206036305619284
0.2111,-2.983098093382716,-2.93094367272433,1.203931061643353,1,0.7,1,-1.5789005590347613
0.2611,-2.9840792038429917,-2.9182388159909287,0.5100706383708413,1,0.7999999999999999,1.0,-1.5789005590347613
0.3111,-2.98368236093262,-2.9172683347860002,0.396366149652879,1,0.8999999999999999,1.0,-1.5789005590347613
0.3611,-2.9831779701466714,-2.916349146013396,0.2826616609349166,1,0.9999999999999999,1,-0.25173274179775995
0.41109999999999997,-2.9413667590853856,-2.8990920932426585,0.8332967913865549,1,1.0999999999999999,1.0,-0.25173274179775995
0.46109999999999995,-2.907507776169997,-2.862301675670486,0.8204373685993693,1,1.2,1.0,-0.25173274179775995
0.5111,-2.87317850226215,-2.8259496949519693,0.8075779458121838,1,1.3,1,-1.46502268684515
0.5611,-2.829803070933423,-2.7924650959517083,0.37838703094207093,1,1.4000000000000001,1.0,-1.46502268684515
0.6111000000000001,-2.7807689037420786,-2.7854092552871856,-0.09255632582747586,1,1.5000000000000002,1,-0.40245244691659865
0.6611000000000001,-2.7271649833001854,-2.7962612900253534,-0.1548252233041522,1,1.6000000000000003,1.0,-0.40245244691659865
0.7111000000000002,-2.6778488403980063,-2.804496802805049,-0.1761095761526037,1,1.7000000000000004,1,-0.46172532022046586
0.7611000000000002,-2.628732820652665,-2.813852253372285,-0.20066182260088739,1,1.8000000000000005,1.0,-0.46172532022046586
0.8111000000000003,-2.579865100676209,-2.8244266084788063,-0.22554179476835196,1,1.9000000000000006,1,-0.4998619261457171
0.8611000000000003,-2.5312873763531765,-2.836261564288792,-0.2526268188501093,1,2.0000000000000004,1.0,-0.4998619261457171
0.9111000000000004,-2.483051050331799,-2.849418369257317,-0.2799329799433286,1,2.1000000000000005,1,-0.5438396512627819
0.9611000000000004,-2.4352093744476306,-2.86394448653372,-0.30989925568287147,1,2.2000000000000006,1.0,-0.5438396512627819
1.0111000000000003,-2.3878288946019572,-2.8799100654760195,-0.340132305097547,1,2.3000000000000007,1.0,-0.5438396512627819
1.0611000000000004,-2.340952681477326,-2.8973005865856116,-0.3703653545122226,1,2.400000000000001,1,-0.6207447853448398
1.1111000000000004,-2.2946660156113445,-2.9162046857525277,-0.40561405169646797,1,2.500000000000001,1.0,-0.6207447853448398
1.1611000000000005,-2.2490854262652267,-2.936750819157009,-0.44136575080602836,1,2.600000000000001,1,-0.6838261314485221
1.2111000000000005,-2.204313832683848,-2.9590045755633203,-0.4816605951478267,1,2.700000000000001,1.0,-0.6838261314485221
1.2611000000000006,-2.160486629446074,-2.983063468246948,-0.5224110557736604,1,2.800000000000001,1,-0.7582012001963596
1.3111000000000006,-2.117745784386901,-3.0090033440571258,-0.5691610594282872,1,2.9000000000000012,1.0,-0.7582012001963596
1.3611000000000006,-2.0762817084853333,-3.036936537992518,-0.6165127364525637,1,3.0000000000000013,1,-0.8472617864306791
1.4111000000000007,-2.0362992140936425,-3.0669528042729275,-0.6722727821575161,1,3.1000000000000014,1.0,-0.8472617864306791
1.4611000000000007,-1.998080716413209,-3.0991813478385954,-0.7288760740052296,1,3.2000000000000015,1,-0.9569338918612005
1.5111000000000008,-1.9619473417251092,-3.133734436184972,-0.7985219081664197,1,3.3000000000000016,1.0,-0.9569338918612005
1.5611000000000008,-1.9283584128252051,-3.1707578772537057,-0.8694757336770988,1,3.4000000000000017,1,-1.0988428359961904
1.6111000000000009,-1.8979077861578015,-3.210416813002118,-0.9649718826855109,1,3.5000000000000018,1.0,-1.0988428359961904
1.661100000000001,-1.8714927955922436,-3.252846163904114,-1.0629292962280796,1,3.600000000000002,1,-1.3026689462305878
